"Stimulated, 24h vs. Non-stimulated","Stimulated, 48h vs. Non-stimulated","Stimulated, 48h + LV vs. Non-stimulated","Stimulated, 72h + LV vs. Non-stimulated","Stimulated, 48h vs. Stimulated, 24h","Stimulated, 48h + LV vs. Stimulated, 48h","Stimulated, 72h + LV vs. Stimulated, 48h + LV",names
5.61835E-07,0.003203705,8.98595E-05,9.30848E-08,0.106225588,0.908894183,0.257141268,RAB1A
1.63841E-20,3.36403E-16,1.82007E-14,2.88644E-22,0.428978316,0.974631763,0.088952429,ACTR2
7.9858E-19,4.44116E-21,6.15147E-22,2.4974E-15,0.643163913,0.989968676,0.067711114,SPRED2
0.003039674,3.50418E-06,0.000221996,0.000183772,0.085777238,0.925851582,0.972246138,MEIS1
0.433358841,0.022230827,0.000259748,0.010864413,0.250789572,0.829925347,0.394458189,ETAA1
0.411664182,0.718776004,0.142168475,1.84039E-09,0.752506214,0.619026205,3.07173E-05,C1D
4.05692E-25,3.54985E-28,1.44599E-34,4.28615E-31,0.639263097,0.827660742,0.602081891,DNAAF10
1.93365E-10,0.001008261,0.000676721,6.78606E-05,0.010191499,0.99515493,8.78704E-13,PNO1
0.020505223,0.001549381,0.121117762,0.861800032,0.575181807,0.754381512,0.249310641,PPP3R1
0.999499124,0.244319376,0.21013349,0.005519085,0.361828451,1,0.185229745,CNRIP1
0.33751228,0.007812457,0.036566513,0.031386652,0.191375083,0.964152035,0.966014035,PLEK
0.000266368,0.001507999,4.24446E-05,3.48596E-09,0.752462774,0.908634961,0.101268728,FBXO48
0.497458724,0.518732748,0.72942545,0.553376534,0.980938632,0.88901685,0.854651092,APLF
1.90471E-14,2.44387E-09,0.008338725,0.091551261,0.199841601,0.13630496,0.477173638,ARHGAP25
0.002464947,5.24566E-06,0.000135903,0.325436866,0.055515518,0.873872565,0.000740342,ANTXR1
0.000116189,3.68506E-05,1.4241E-06,7.18696E-09,0.884093704,0.943711439,0.464067957,GFPT1
0.647182235,0.962046066,0.409388557,0.031040429,0.710085126,0.908894183,0.27744032,NFU1
3.15867E-63,2.86511E-47,6.9922E-46,2.17385E-10,0.058823205,0.993011469,3.13279E-13,AAK1
1.57728E-07,3.2477E-17,1.72034E-23,6.58442E-44,0.004457698,0.748321481,0.000132735,ANXA4
2.20234E-20,1.48506E-07,5.3065E-08,1.22311E-05,0.000546171,0.993892298,0.427031867,GMCL1
1.04395E-05,9.97689E-06,1.10845E-05,3.75797E-06,1,1,0.872434373,SNRNP27
1.00455E-21,2.1814E-44,9.79278E-42,9.38225E-09,7.22646E-05,0.976449881,2.21851E-13,MXD1
0.073560001,0.020511166,0.002586764,0.026208731,0.74308134,0.942202887,0.552597078,ASPRV1
9.92416E-07,1.94139E-06,4.30656E-09,2.9192E-06,0.942813182,0.890441822,0.349605485,PCBP1.AS1
0.036645587,0.007100309,0.002254423,0.036162016,0.710996585,0.986276726,0.476656958,PCBP1
0.000208333,0.009468721,1.09857E-05,0.002962343,0.316176471,0.540539425,0.146571121,LINC01816
0.869497681,0.756429195,0.190503581,0.965482195,0.725401124,0.690940845,0.236693152,C2orf42
0.001826075,0.611179545,0.934379948,0.303818622,0.028033535,0.945388048,0.341685821,TIA1
0.027009717,0.034066924,0.169084996,0.072281603,0.955228093,0.936537313,0.765625681,PCYOX1
2.88391E-81,9.31572E-91,4.9646E-98,3.58097E-41,0.433518703,0.924085168,6.01936E-13,SNRPG
3.01791E-19,6.36018E-23,7.3428E-20,0.001980109,0.55592766,0.939545838,3.09935E-08,FAM136A
0.304262905,0.033095558,0.744098507,0.597781596,0.004134275,0.654216872,0.462386033,TGFA
0.087694883,0.006949489,0.001123735,2.28467E-08,0.496904712,0.966186329,0.046689755,ADD2
0.625263243,0.422882234,0.583685386,0.408719787,0.849258219,0.988403577,0.839439083,ANKRD53
1.41323E-18,1.06755E-20,1.66574E-16,0.431836032,0.748375912,0.902099815,2.46449E-12,TEX261
7.69017E-05,0.868121354,0.026267809,0.114728755,0.000170421,0.400436401,0.000291093,NAGK
0.538417705,0.421699131,0.027207148,0.052288417,0.223634093,0.808769574,0.857517041,MCEE
3.27207E-08,0.00421004,0.093020799,0.007105814,0.029009661,0.874252857,2.90679E-05,MPHOSPH10
3.71446E-07,1.64123E-07,0.000252289,0.456664216,0.936124933,0.767659541,0.010026547,PAIP2B
0.000426635,6.69041E-06,0.000223948,2.02917E-05,0.507114317,0.925851582,0.68367311,ZNF638
0.006486271,0.457446405,0.804181333,0.439840138,0.110523411,0.967737017,0.380043231,DYSF
4.74031E-07,3.52477E-19,3.20563E-11,2.17746E-05,0.000607512,0.484404693,0.040680328,EXOC6B
1.28444E-16,5.66647E-18,9.46904E-21,9.2583E-15,0.444304062,0.543188098,8.23504E-06,SPR
0.407736969,0.211038227,0.677056686,0.000388732,0.79680399,0.677087032,0.000169224,SFXN5
0.000104099,0.008522935,0.002951868,0.155205232,0.363119241,0.986372029,2.75204E-05,RAB11FIP5
3.74456E-09,0.007674121,0.349363069,2.79678E-07,0.006323243,0.702970313,4.78196E-09,SMYD5
1.37653E-36,1.1314E-26,8.39144E-29,1.91937E-09,0.095933162,0.9752708,4.44319E-07,PRADC1
8.96606E-58,3.72501E-56,4.85164E-58,4.43128E-34,0.886025236,0.989266076,0.000616587,CCT7
0.025506853,0.327072523,0.133692671,0.030569997,0.349903826,0.967886944,0.628379937,FBXO41
1.26474E-05,0.001036652,0.009728793,0.005094197,0.273654371,0.917412828,0.851346646,EGR4
4.62044E-05,0.021630411,0.093987731,0.000507146,0.170084341,0.955997984,0.133749081,ALMS1
0.032251144,0.001681862,9.50859E-06,7.88123E-05,0.365457133,1,0.804249922,ALMS1P1
6.81325E-09,0.000586343,0.016531823,0.17947487,0.052933779,0.902497683,0.407313291,TPRKB
1.32155E-07,4.5832E-11,7.38383E-16,1.83702E-17,0.349292784,0.808250879,0.761489069,DUSP11
0.19027942,2.05496E-14,9.91105E-23,2.32614E-59,3.22714E-09,0.552395335,1.14972E-09,STAMBP
0.356638658,0.329281207,0.184365127,0.015283887,1,1,1,ACTG2
4.08616E-22,2.20665E-16,8.79386E-25,6.85873E-23,0.273010424,0.591985199,0.774093358,DGUOK
0.405752546,3.20466E-05,6.43436E-07,6.20741E-05,0.001446286,0.908696146,0.373237521,DGUOK.AS1
0.492816794,0.111072309,0.017902088,0.006662206,0.045122347,0.930666394,0.811982787,TET3
2.50885E-62,2.76826E-68,2.63867E-78,1.23207E-52,0.56527689,0.829925347,0.000875741,BOLA3
0.000736587,6.05823E-11,1.01957E-10,3.54048E-20,0.001726301,0.996010359,0.002899588,BOLA3.AS1
3.40565E-05,3.72034E-05,3.63433E-07,3.79489E-07,0.987709321,0.910309458,0.997225751,MOB1A
6.99147E-52,9.62019E-51,1.35509E-51,3.78076E-64,0.915578024,0.994786492,0.135990613,MTHFD2
0.952294125,0.719777687,0.703883661,0.726250662,0.845297258,1,0.987066896,SLC4A5
0.000117552,0.004674081,0.038450392,0.151309009,0.474267277,0.935634603,0.000867545,DCTN1
0.025746138,0.059531439,0.219334764,0.931399905,0.828793561,0.945299867,0.255812416,C2orf81
0.008503576,1.9059E-08,4.11761E-09,2.32135E-23,0.01303468,0.990407237,0.000222486,WDR54
0.001066201,3.18361E-08,7.5744E-07,1.64762E-13,0.01202169,0.924085168,0.001699018,RTKN
0.374797696,0.000617391,0.000606053,0.000737193,0.030453452,1,0.962595797,INO80B
3.86186E-05,3.3142E-12,1.22944E-12,1.5056E-05,0.015112982,0.993892298,0.013085983,WBP1
2.01221E-08,3.75331E-08,4.78187E-06,0.173362037,0.950210914,0.913404075,0.004583285,MOGS
0.527898569,0.320968618,0.49060516,0.99400355,0.16493795,0.669578466,0.572402234,MRPL53
0.014136602,0.126689339,0.080113488,0.258698894,0.509117117,0.99234196,0.006564522,CCDC142
9.0396E-05,0.005238542,0.211424549,3.38854E-07,0.416015224,0.767659541,0.000394847,TTC31
0.249425686,0.790645323,0.705718236,0.22986382,1,1,1,LBX2
0.802007038,0.426519022,0.96006917,0.003289033,0.390449495,0.921748762,0.003620443,LBX2.AS1
0.055364984,0.012205149,0.06901993,1.893E-06,0.712092944,0.94242972,0.008753691,PCGF1
0.07495406,0.89486413,0.026278318,0.002905979,1,1,1,TLX2
0.166509109,0.545573712,0.082086874,0.006506895,0.535713742,0.846281555,0.357539777,DQX1
0.030443735,0.854481866,0.696403971,0.015434165,0.102208196,0.99234196,0.009130418,AUP1
1.43741E-18,9.95229E-27,1.45808E-33,4.28728E-26,0.129178553,0.826399678,0.218946732,HTRA2
0.767623747,1.66968E-06,7.26517E-07,0.000426137,9.45294E-06,0.993892298,0.166888034,LOXL3
4.8698E-28,7.86398E-34,1.58613E-30,1.78522E-27,0.387916191,0.943711439,0.64677155,DOK1
0.039252486,0.075561072,0.293183432,0.629564574,0.848276301,0.930666394,0.669734059,M1AP
0.854242307,0.018144803,0.049211357,0.214799077,0.025133648,0.982013581,0.593516802,SEMA4F
2.46468E-15,2.00877E-15,2.32255E-16,1.07392E-12,0.995879227,0.989968676,0.423296588,HK2
0.606093483,0.151497062,0.429585006,1.29746E-06,0.512734687,0.945388048,0.000209973,POLE4
0.523170911,0.148875732,0.100794428,0.647572626,0.532969667,1,0.286437208,EVA1A
2.46567E-40,2.69702E-48,1.00025E-45,2.97073E-28,0.34581226,0.981883939,0.005270824,MRPL19
1.83792E-05,0.135848461,0.134636345,0.078837219,0.019323658,1,0.001933028,GCFC2
1.44143E-14,1.14541E-15,5.05378E-19,2.356E-27,0.859230599,0.918166172,0.107535354,SUCLG1
2.57314E-13,3.08218E-15,2.45612E-09,0.000495488,0.655958436,0.575263173,0.031364279,DNAH6
8.17649E-86,9.79357E-79,1.27714E-81,2.70567E-66,0.560416328,0.986276726,0.112018274,TRABD2A
1.20838E-06,5.53751E-08,8.39227E-07,0.075321017,0.726141553,0.974543995,0.006040652,TMSB10
2.26139E-05,0.135960065,0.383091572,0.000148987,0.022425245,0.954898062,0.009689305,KCMF1
7.09231E-12,7.00297E-13,1.82686E-11,4.61732E-07,0.738204437,0.945388048,0.097871602,TCF7L1
5.79701E-11,9.63458E-17,5.44945E-16,1.38766E-22,0.187600018,0.993892298,0.173488058,TGOLN2
0.000611137,7.41424E-09,2.89527E-11,9.33797E-14,0.058412108,0.921043602,0.549893159,RETSAT
5.21791E-09,8.03745E-12,5.0675E-09,1.71147E-08,0.485036313,0.906869282,0.893127194,ELMOD3
0.576630691,0.007171078,0.000353506,3.30326E-12,0.003361296,0.920840376,0.002532023,CAPG
0.232822444,0.416180319,0.075573453,0.034027337,0.784664667,0.895188925,0.779091397,SH2D6
3.63587E-62,4.21288E-55,3.95966E-56,5.60761E-13,0.476704953,0.993892298,8.14759E-16,MAT2A
0.75788387,0.040075328,0.441183732,0.130652049,0.039126238,0.840447157,0.574303601,GGCX
1.43208E-12,9.32448E-13,1.04446E-13,1.29041E-14,0.980297609,0.986717739,0.851063901,VAMP8
1.85636E-06,0.000107216,0.022376674,0.731430095,0.538040025,0.767659541,0.095260194,VAMP5
6.37876E-20,2.9333E-06,6.80178E-06,7.90037E-14,7.27306E-05,0.993892298,0.008799821,RNF181
0.000465427,3.26467E-07,3.48827E-08,2.356E-27,3.03841E-17,0.981883939,8.92595E-08,TMEM150A
4.37767E-05,2.53511E-09,1.7488E-08,0.000960264,0.153635965,0.986372029,0.049992925,USP39
0.051878742,2.63719E-07,0.000925227,0.012020211,0.007281244,0.676840968,0.563653402,C2orf68
0.012377867,1.77869E-05,3.56349E-05,0.009345085,0.174521882,0.993892298,0.221592922,GNLY
1.28893E-10,6.51595E-07,6.34635E-05,0.024820701,0.281260482,0.908894183,0.154229146,ST3GAL5
1.23312E-43,1.95496E-39,1.72209E-35,1.5975E-07,0.633347657,0.94242972,2.29365E-11,POLR1A
0.216935039,0.092371514,0.006775539,1.83978E-05,0.788308787,0.903928179,0.199258605,PTCD3
0.000222911,1.50406E-08,1.05166E-07,3.75029E-05,0.073264947,0.978385316,0.279018323,SNORD94
1.5157E-46,4.04492E-55,6.93503E-51,1.98119E-51,0.348629422,0.954898062,0.948392345,IMMT
1.14583E-53,1.63301E-55,4.49623E-54,7.54566E-28,0.882759619,0.993011469,2.75107E-05,MRPL35
0.368893235,0.036508157,0.016184569,0.134735898,0.007113721,0.98615756,0.427428752,REEP1
2.77185E-30,4.11818E-39,2.69065E-37,4.2428E-13,0.221085197,0.986372029,5.70412E-07,KDM3A
0.002144224,0.000849237,4.96286E-05,0.000415982,0.866243721,0.921043602,0.635958252,CHMP3
0.203104361,0.457425014,0.988510477,0.558435201,0.077192919,0.925851582,0.624979466,RNF103.CHMP3
3.56361E-91,1.0088E-104,2.046E-116,2.52747E-79,0.234009904,0.857315005,9.91948E-05,RNF103
0.031490401,0.09662066,0.135280375,0.166814537,0.751942222,0.993892298,0.948479407,RMND5A
0.82198411,0.69128517,0.438593685,0.158950155,0.919465671,0.982013581,0.637616919,CD8A
0.074449878,0.060755095,0.145170657,0.227455264,0.97136106,0.980215621,0.87221362,CD8B
0.009112086,0.04549663,0.114799592,0.240706954,0.684962369,0.979338067,0.781631118,ANAPC1P1
5.8557E-06,1.61778E-11,2.39641E-09,2.15881E-05,0.078111252,0.930666394,0.161853101,RGPD1
3.37652E-05,2.36177E-07,4.93233E-08,3.90928E-08,0.456218657,0.986372029,0.982582632,PLGLB1
5.81816E-14,1.39724E-14,2.93823E-14,0.000769284,0.923853993,0.996010359,0.000152983,ANAPC1P2
0.22300465,0.09250989,0.045521885,0.188673494,0.775014491,0.986372029,0.614429366,NA..72
8.00536E-20,2.14631E-17,3.21455E-17,8.27797E-20,0.673973256,1,0.612671184,CYTOR
0.000150166,2.91012E-06,1.3148E-06,7.84421E-07,0.533807797,0.993892298,0.943980987,PLGLB2
9.36634E-07,1.24627E-14,7.287E-12,6.37588E-06,0.018551823,0.920840376,0.045779613,RGPD2
0.999499124,0.312394264,0.324184305,0.719352855,0.440515324,1,0.234057292,KRCC1
0.006700739,1.17321E-05,0.000615166,0.014445715,0.191579209,0.908376215,0.448714145,THNSL2
2.32267E-26,2.17837E-30,1.58765E-35,6.55791E-15,0.573138605,0.908634961,2.43375E-05,EIF2AK3
2.71179E-06,3.96381E-06,3.81212E-06,0.309922328,0.963653055,1,0.001288316,RPIA
1.91063E-12,5.43599E-12,1.6717E-11,3.31093E-09,0.935049294,0.993892298,0.506040709,ANKRD36BP2
0.08364836,0.002601822,0.00135239,0.002888899,0.260355771,0.99234196,0.862097206,LSP1P4.1
9.81522E-11,1.20739E-08,8.9436E-07,0.003758148,0.605334505,0.930666394,0.097276428,MAL
2.56042E-12,1.01129E-22,2.53292E-22,3.34135E-24,0.020474143,0.996010359,0.761051817,MRPS5
0.002088194,1.82674E-06,1.7745E-05,0.001453966,0.201741279,0.974631763,0.401036304,ZNF514
1.37775E-26,2.9302E-22,2.51441E-23,2.94326E-32,0.374085305,0.986372029,0.037870222,ZNF2
0.01687612,0.012727189,0.000432863,0.014261223,0.955290475,0.841137939,0.280660777,PROM2
0.017362283,0.214193724,0.00216254,2.349E-05,0.000843658,0.671693103,0.36112069,FAHD2A
2.03387E-14,6.30051E-05,6.50321E-07,0.000223606,0.001726301,0.908894183,0.321989149,ANKRD36C
1.37688E-05,1.67418E-09,4.06502E-09,1.15872E-07,0.20377368,0.993892298,0.693408474,GPAT2
0.097995371,0.062338732,0.039763413,0.15954721,0.908139057,0.993892298,0.001118869,ADRA2B
0.449909315,0.001257182,0.094580246,0.000342679,0.03937705,0.767007514,0.102103652,ASTL
0.831461907,0.582349744,0.787986111,0.000342679,0.831774194,0.913642824,0.000317096,DUSP2
1.93574E-24,2.01699E-24,3.4183E-20,1.40151E-06,0.993887528,0.908634961,9.35824E-05,STARD7
0.006618465,2.25848E-06,5.75048E-08,2.37112E-16,0.119821507,0.943711439,0.016334066,TMEM127
2.22804E-05,4.99833E-06,7.89775E-07,0.118247269,0.855703461,0.984935106,0.002671388,CIAO1
7.78849E-09,3.15748E-09,2.93688E-09,0.000237665,0.941395309,1,0.060047742,SNRNP200
4.70886E-26,6.12998E-52,3.37137E-46,1.22359E-36,2.13485E-06,0.903928179,0.129110595,ITPRIPL1
4.48881E-25,1.3064E-77,3.43695E-73,2.07941E-73,1.02381E-24,0.941166341,0.968750081,NCAPH
0.397619005,0.889358866,0.087564497,0.011240724,0.590212465,0.724491908,0.493075444,NEURL3
0.001634737,7.57842E-07,5.11813E-09,0.003974678,0.176268927,0.920840376,0.010702617,ARID5A
5.88293E-31,8.37322E-19,1.34126E-23,2.15803E-20,0.026022638,0.88735742,0.586850832,KANSL3
3.79813E-12,1.24742E-05,5.25721E-06,0.057736064,0.02719741,0.993892298,0.016667789,LMAN2L
0.013602969,0.885966869,0.788155919,0.800585143,0.021300994,0.974631763,0.993506196,CNNM4
2.00451E-15,9.33228E-12,4.6177E-09,5.48162E-20,0.428933669,0.910309458,0.003735422,CNNM3
3.9695E-05,0.000163,2.01179E-06,1.32056E-05,0.838349522,0.908376215,0.790683389,ANKRD23
8.26085E-05,4.80639E-11,5.23071E-11,0.000261119,0.02605911,1,0.008972206,ANKRD39
5.94806E-25,5.89091E-07,1.52515E-10,8.56286E-06,1.43722E-06,0.826719923,0.11042801,SEMA4C
8.75761E-05,0.000173176,0.002465565,0.08912958,0.912056707,0.921043602,0.269197896,FAM178B
0.029296165,0.099932999,0.069612831,2.68438E-05,0.000389487,0.993892298,0.039110571,FAHD2B
7.68661E-22,1.24235E-14,9.126E-18,1.93846E-09,0.140841802,0.921043602,0.028070963,ANKRD36
4.67999E-31,4.70146E-24,8.51668E-27,3.22039E-15,0.268098405,0.96050762,0.013953977,ANKRD36B
0.945518467,0.060097513,0.141504488,0.475502075,0.102663198,0.981538275,0.572982824,COX5B
0.096047672,0.00391559,0.226797861,0.34854083,2.00903E-05,0.730542037,0.047220884,ACTR1B
0.021829485,6.06444E-06,0.000123397,0.011062471,0.064993743,0.938839004,0.293764063,C2orf92
2.23379E-08,1.03021E-06,9.07553E-09,1.31182E-12,0.642037924,0.921615062,0.289315472,ZAP70
0.170020772,0.821365433,0.230566583,0.000786533,0.378258716,0.90328748,0.06398019,TMEM131
1.44738E-72,1.21756E-67,1.79514E-64,7.07777E-45,0.678772647,0.980215621,0.012565412,INPP4A
0.328613917,0.891551454,0.00642141,0.028044022,0.523675866,0.325530827,0.713423801,COA5
5.42677E-13,5.40486E-05,0.001954971,0.988478927,0.007036598,0.910501243,0.004470598,UNC50
4.69429E-33,6.65269E-29,1.27452E-26,9.63402E-13,0.579084906,0.975043255,0.001998345,MGAT4A
0.407856409,0.792909192,0.356831689,0.801146073,0.368434235,0.939545838,0.297764962,CRACDL
1.61714E-15,2.69563E-13,2.02809E-07,0.054611509,0.655743779,0.540539425,0.003367706,TSGA10
0.149358216,0.049729872,0.135386112,0.019827329,0.736187913,0.974631763,0.000188466,C2orf15
1.6051E-07,8.37168E-13,1.06169E-07,1.36099E-11,0.123655283,0.654216872,0.240557689,LIPT1
4.11669E-17,1.70293E-10,5.98447E-11,1.92589E-15,0.110735641,0.993892298,0.260651053,MITD1
3.6594E-18,1.06506E-31,5.19209E-29,1.7799E-30,0.011227233,0.967258466,0.834685283,MRPL30
0.656571059,0.968719416,0.946075806,0.308027791,0.771356339,0.99454965,0.421699665,LYG2
0.028640014,0.000152529,0.00034833,5.69814E-05,0.199907082,0.992266119,0.738253252,LYG1
1.89298E-76,9.6065E-68,4.46763E-54,9.56687E-27,0.385427689,0.594990635,3.19362E-06,TXNDC9
2.11839E-65,6.16243E-62,5.33721E-58,2.93427E-40,0.763412375,0.966864606,0.018201355,EIF5B
1.42408E-11,2.82679E-13,1.99201E-16,7.18276E-18,0.738353666,0.915248632,0.787552486,REV1
4.7416E-10,2.08132E-05,0.000896857,9.12629E-06,0.121467147,0.912517268,0.384667232,AFF3
0.103196473,0.079570598,0.031886941,0.001889697,1,1,1,LONRF2
3.50082E-27,1.39527E-29,1.01847E-23,4.81202E-10,0.736925797,0.829925347,0.000240026,CHST10
1.45482E-17,4.96191E-17,7.92729E-16,5.72334E-09,0.934904154,0.986372029,0.060466222,PDCL3
1.88817E-08,4.19075E-05,1.49675E-07,0.00069413,0.252846211,0.885733948,0.12776629,NPAS2
1.59985E-56,3.27441E-69,3.07478E-80,8.54934E-54,0.196299376,0.829925347,0.002109097,RPL31
0.100009134,0.012031208,6.15549E-06,1.67449E-08,0.546802639,0.594760864,0.364502691,TBC1D8
0.002500835,0.001176066,0.000182117,0.001598571,0.874633937,0.945194599,0.567589082,TBC1D8.AS1
8.3774E-15,1.81021E-11,7.84368E-13,0.011143213,0.467147456,0.978657702,2.39372E-05,CNOT11
2.54988E-24,3.00034E-32,1.1693E-31,5.03853E-18,0.219371657,0.995128153,0.008415204,RNF149
0.03161316,0.973051309,0.871854709,0.000886967,0.055106571,0.992266119,0.000712912,RFX8
2.37737E-28,9.16255E-22,2.00881E-20,1.95957E-07,0.282242423,0.986372029,0.000335549,MAP4K4
2.31585E-07,3.17919E-09,3.04341E-08,4.7983E-09,0.377764946,0.953143624,0.699325785,IL1R2
9.52314E-07,5.31781E-07,3.66605E-06,2.53772E-05,0.956869436,0.982013581,0.776935319,IL1R1
5.09548E-05,0.000173176,0.000275209,0.001862541,0.801439696,0.993892298,0.62851235,IL1RL2
0.107669385,0.173434867,0.232888397,0.158511165,0.867126202,0.993892298,0.869429439,IL1RL1
2.48086E-21,6.92985E-27,7.75516E-32,3.94233E-29,0.365169573,0.906126563,0.717223487,IL18R1
3.66737E-05,1.81019E-06,1.19676E-05,8.42205E-08,0.683261392,0.982013581,0.446222113,IL18RAP
0.328478869,0.08240655,0.384827813,0.000284215,0.545608542,0.905153618,0.003469866,SLC9A2
0.04661644,0.009753432,0.241791729,0.899852612,0.7091229,0.814458836,0.383806424,MFSD9
0.062709534,0.09992801,0.010637026,0.017097955,0.892216685,0.911502583,0.908933895,TMEM182
1.20637E-46,3.55883E-42,1.54017E-44,1.42363E-41,0.610612291,0.982013581,0.735193063,MRPS9
0.081304045,0.010563719,0.002292635,0.005685728,0.552559855,0.963214979,0.806558583,MRPS9.AS1
1,0.910686246,0.10128154,0.004919508,1,1,1,LINC01918
0.807891168,0.040239123,0.167382531,0.001657468,0.145921562,0.94383389,1.44276E-05,TGFBRAP1
9.4954E-05,0.001877802,2.03964E-05,0.001129713,0.590670175,0.88735742,0.453139843,C2orf49
3.48415E-13,1.76453E-15,2.97817E-10,2.74908E-15,0.576404328,0.614967678,0.103640777,FHL2
0.029136577,0.04095295,0.018348919,0.530135852,0.932950892,0.986372029,0.00527459,NCK2
0.001420472,0.150049585,0.394706525,0.913684679,0.155513778,0.958116783,0.418152385,ECRG4
2.24778E-07,1.13589E-08,2.7646E-07,1.78433E-05,0.747645726,0.965634711,0.541233005,UXS1
0.059010616,0.010962149,6.83602E-05,0.000516686,0.679686356,0.814871618,0.730887512,RGPD3
4.17827E-05,1.11785E-10,7.96835E-12,4.3546E-09,0.057696235,0.982342928,0.464067957,RGPD4
1.21613E-50,2.55353E-57,6.78623E-56,2.34877E-27,0.499870017,0.993892298,9.017E-06,GCC2
0.001016413,2.67201E-12,3.80823E-10,6.71173E-16,0.001549533,0.939545838,0.133699298,LIMS1
0.676818776,0.741052364,0.253011303,4.3383E-06,0.956574248,0.921066325,0.002030852,RANBP2
6.25148E-09,3.63808E-15,2.87224E-13,0.001608376,0.099204703,0.963336411,0.000141721,CCDC138
2.01168E-73,6.43701E-91,5.68912E-91,3.41422E-62,0.020954631,0.594990635,1.29511E-07,EDAR
1.76456E-15,5.63481E-10,1.96605E-09,1.92559E-07,0.16857253,0.993892298,0.568164621,SH3RF3
0.026410589,0.895726308,0.122058624,0.004528324,0.03755043,0.779873251,0.278610527,SEPTIN10
0.002280723,0.284782969,0.641339755,0.95229151,0.099550581,0.953143624,0.670445116,SOWAHC
1.59293E-05,7.68998E-07,6.90952E-10,1.93519E-08,0.699501323,0.872341985,0.716176227,RGPD5
0.252068226,0.36974224,0.747292615,0.670611097,0.067614742,0.954440539,0.509922198,LIMS3
1.80236E-05,1.14702E-07,3.07875E-10,2.17765E-07,0.399563734,0.875345582,0.302178839,LINC01123
0.572194202,0.143666294,0.084013454,0.876611474,0.496437001,0.986372029,0.153173669,MALL
0.002134161,0.00096063,0.022822765,0.07081317,0.891531238,0.889627331,0.727785649,NPHP1
5.08102E-59,2.425E-48,3.85271E-71,2.23024E-44,0.151341589,0.049725506,4.09359E-05,MTLN
0.037276799,5.6938E-09,3.96151E-05,2.01819E-10,0.000379551,0.652147138,0.032316511,LIMS4
1.64732E-05,7.72053E-07,7.21199E-10,2.09358E-08,0.695790542,0.872341985,0.712386333,RGPD6
5.79315E-43,4.3552E-102,5.4596E-103,7.3771E-108,4.55058E-17,0.995128153,0.66546742,BUB1
0.197554215,0.387982538,0.834651567,0.886805897,0.775440985,0.939881231,0.779248112,ACOXL
0.008864284,0.893140108,0.241380032,0.001328753,0.034473743,0.818312079,0.083718482,BCL2L11
0.000598218,9.58743E-05,7.83348E-05,0.001649653,0.775574968,1,0.551347861,MIR4435.2HG
6.21472E-16,4.09698E-29,5.8855E-29,1.25585E-13,0.01000642,1,0.000951246,ANAPC1
0.013474293,0.016083022,1.70904E-05,1.1684E-07,0.966238163,0.557340172,0.34733354,MERTK
0.522332781,0.465829327,0.703826638,0.031972438,0.968691436,0.864794758,0.129571119,TMEM87B
0.012477908,0.016291565,0.011748473,0.062672214,0.952770519,0.995128153,0.644119234,FBLN7
3.92469E-17,4.73453E-10,3.51975E-08,6.75769E-05,0.08036605,0.941166341,0.22415603,ZC3H8
1.39489E-17,5.82339E-13,3.85037E-08,0.156868688,0.327373776,0.726511844,0.000253965,ZC3H6
0.001463326,0.000593561,1.19967E-05,4.47904E-05,0.894742709,0.912765561,0.855152369,RGPD8
1.39828E-18,1.49685E-50,2.97782E-47,9.76207E-22,7.05502E-09,0.967886944,6.16195E-06,TTL
1.31375E-37,6.28776E-44,3.20085E-38,9.1745E-12,0.457418997,0.908894183,1.72729E-08,POLR1B
2.02043E-11,3.63086E-10,3.07901E-13,1.17247E-10,0.787684378,0.902667483,0.519774495,CHCHD5
4.96722E-12,0.005266577,0.011596769,0.014516917,9.63913E-22,0.989056849,1.80736E-06,SLC20A1
0.662827224,0.068766003,0.168143572,0.000210799,0.263945211,1,0.008832862,NT5DC4
3.39786E-15,2.38251E-59,1.34636E-57,4.93524E-66,5.18911E-50,0.974631763,0.048432945,CKAP2L
0.012006422,8.5841E-05,0.001245863,0.000411056,0.166859465,0.912919217,0.776017772,IL1A
0.824004731,0.228742261,0.583685386,0.244051911,0.24164429,1,0.63392915,IL1B
7.24592E-05,0.017115072,0.015984824,0.126452798,0.145223309,1,0.466668932,IL36A
0.000129527,7.61846E-06,0.001378381,1.5114E-10,0.436605805,0.567341534,2.80362E-07,IL1RN
0.10136994,0.004941357,0.014062192,0.020285651,0.410122498,0.986276726,0.936235972,PSD4
0.684993264,0.929694202,0.396400154,0.02604339,0.715193636,0.922643087,0.257689628,PAX8
0.444573021,0.723136262,0.641336164,0.348726103,0.364372189,0.994802123,0.728329107,PAX8.AS1
3.65794E-21,2.12737E-08,0.00016186,0.879953408,0.000850709,0.676840968,0.000816243,CBWD2
1.19408E-12,2.30032E-28,9.28805E-27,3.39003E-17,0.000612787,0.986276726,0.053208432,WASH2P
0.30473374,0.023164124,0.112481662,0.071190642,0.365051175,0.943106646,0.880406732,DDX11L1.2
2.90709E-05,1.99828E-08,3.94532E-10,2.35439E-11,0.285060087,0.95113108,0.76126807,RPL23AP82
0.770605467,5.64269E-11,3.13395E-08,1.18842E-21,4.84043E-09,0.904066617,0.000263756,RABL2A
